Engine Rotation Speed,Engine Temperature,Engine Vibration,Noise,Risk
19709.74,617.66,1.7,131.97,0
20580.75,984.45,0.75,134.2,1
20382.72,1034.33,1.27,128.72,1
19237.17,637.88,1.03,142.79,0
27785.7,832.06,2.39,142.83,0
19581.97,642.73,1.17,125.56,0
19604.76,614.14,1.76,136.73,0
26450.8,931.43,3.05,134.98,1
20016.43,978.52,1.17,132.45,1
19409.22,606.6,3.48,133.0,1
20008.35,589.05,3.67,130.21,1
19290.31,996.72,1.42,133.09,1
20006.11,564.1,1.12,136.85,0
20147.81,554.5,1.64,124.16,0
18832.03,612.87,3.96,133.32,1
27492.7,902.42,3.55,142.26,1
28811.92,741.47,2.53,133.0,0
26532.08,917.72,3.16,150.23,1
19314.58,647.85,4.0,136.42,1
19571.13,978.46,1.37,140.27,1
20628.81,612.18,1.13,125.53,0
26816.4,958.63,3.15,138.21,1
20080.01,615.05,1.54,137.24,0
20371.05,608.98,1.59,137.81,0
19102.44,641.57,4.41,128.17,1
28467.99,832.85,3.05,137.11,0
25739.58,954.46,3.44,135.12,1
20211.31,539.59,4.04,129.42,1
27546.89,839.2,1.99,138.92,0
19793.76,577.84,0.71,140.11,0
26914.41,948.02,2.99,141.96,1
26785.12,807.07,2.51,135.94,0
27588.07,789.45,2.27,130.33,0
19903.51,936.54,0.5,126.93,1
26952.43,938.35,3.44,141.67,1
20039.32,540.05,1.47,131.73,0
19196.17,605.54,1.81,130.03,0
19650.38,601.8,4.43,136.35,1
20129.44,958.03,1.38,126.93,1
20808.61,603.13,0.93,123.35,0
19783.61,623.81,1.11,128.77,0
19730.29,605.19,4.39,134.15,1
28025.62,929.19,3.47,138.64,1
26812.18,910.86,3.63,132.83,1
27676.4,936.0,3.31,126.91,1
20300.11,628.74,1.74,132.53,0
19927.48,986.35,1.32,125.48,1
20342.95,982.13,1.07,129.84,1
20417.85,566.11,1.36,137.21,0
27285.34,838.59,2.54,133.99,0
20147.6,1001.85,0.96,127.7,1
19830.01,658.59,3.63,135.67,1
20226.44,592.01,4.28,128.51,1
28420.54,836.86,2.81,135.63,0
27152.49,811.02,2.29,139.33,0
20043.06,577.59,1.5,128.91,0
20329.27,660.31,1.15,126.01,0
19536.74,973.99,0.75,132.74,1
27783.94,873.23,2.25,140.9,0
26559.99,958.08,3.44,134.11,1
20276.15,618.77,0.99,132.91,0
26606.48,920.65,3.35,141.2,1
28078.45,774.52,2.91,122.99,0
18513.35,952.03,0.98,131.46,1
20594.46,621.25,1.31,135.35,0
28283.67,829.83,2.46,139.88,0
27235.01,953.1,3.2,142.58,1
27870.52,753.14,2.36,129.27,0
19522.78,1005.21,1.19,127.49,1
28431.91,817.92,2.19,132.77,0
20327.49,624.32,0.9,132.1,0
28671.77,781.29,2.4,135.08,0
20692.44,611.9,3.75,140.33,1
20248.1,583.94,1.35,139.68,0
20090.53,639.1,1.38,127.94,0
26559.28,952.71,3.85,144.63,1
27515.98,783.03,2.56,137.56,0
27108.34,958.87,3.62,130.87,1
27637.34,915.93,3.65,136.92,1
28003.46,772.3,1.82,129.44,0
20847.86,656.92,1.25,135.12,0
27531.08,940.29,3.5,144.55,1
26339.96,942.84,3.89,139.71,1
19052.71,985.2,1.3,135.5,1
19589.56,587.2,1.12,129.06,0
19986.74,573.54,1.15,126.28,0
19988.85,610.31,4.56,135.52,1
26647.44,909.51,3.51,138.0,1
28541.77,778.35,2.24,131.28,0
20195.94,958.96,1.4,132.13,1
27204.9,799.48,2.32,131.76,0
27435.78,959.82,3.16,146.9,1
27198.7,927.58,3.42,132.99,1
26122.28,929.15,3.64,136.49,1
28021.56,809.06,2.31,130.34,0
20390.59,983.54,1.24,122.38,1
27464.05,896.89,3.33,138.71,1
19517.01,575.63,3.8,128.12,1
26167.44,889.95,3.45,136.68,1
20212.94,600.57,1.01,132.44,0
19790.08,600.65,3.82,136.64,1
20347.77,625.47,1.11,129.64,0
20594.74,563.17,1.38,133.51,0
19949.0,574.73,1.43,133.27,0
20279.12,594.82,4.28,137.23,1
20069.94,629.88,0.78,130.79,0
19665.82,558.16,3.99,142.67,1
26891.0,949.06,3.55,143.51,1
28281.36,770.66,2.52,138.97,0
27678.64,814.12,2.41,125.05,0
20252.18,973.76,0.61,127.52,1
26750.27,970.07,4.06,136.23,1
28819.98,784.9,2.66,127.73,0
19191.1,611.42,0.95,131.61,0
20119.81,621.99,0.63,131.56,0
19990.74,591.34,1.3,125.86,0
20209.26,975.1,1.48,132.03,1
28085.52,804.01,1.99,136.79,0
20338.82,989.77,1.46,134.57,1
27010.06,976.75,3.3,141.68,1
27769.57,997.17,3.42,146.15,1
20552.95,583.08,0.96,130.39,0
20338.96,585.36,1.85,126.97,0
20312.83,574.29,0.88,132.41,0
20695.49,559.32,1.14,124.79,0
28066.34,783.49,2.91,140.94,0
20153.35,599.55,4.59,131.02,1
18674.52,632.75,1.57,119.63,0
19728.49,969.09,1.18,131.72,1
20586.72,591.82,1.1,132.5,0
20332.35,583.41,1.5,127.51,0
21150.84,577.11,4.3,133.04,1
21549.15,592.25,1.35,126.75,0
20648.65,597.62,4.06,134.52,1
19892.02,628.12,1.69,136.56,0
28143.84,850.25,2.49,138.78,0
20285.21,590.06,1.04,134.27,0
27382.7,982.2,3.65,130.29,1
20616.7,599.77,1.08,136.53,0
26887.25,958.87,3.33,138.44,1
20932.89,614.21,0.84,133.28,0
20230.14,605.85,0.89,131.03,0
19244.73,969.37,1.0,128.13,1
20225.3,543.91,0.85,128.58,0
28581.64,799.26,1.83,136.88,0
19251.74,580.5,1.17,122.75,0
19066.73,630.23,0.99,133.95,0
19285.97,572.76,4.14,140.37,1
19072.03,614.59,3.67,135.51,1
20085.43,594.48,1.21,131.74,0
27657.11,971.4,3.19,143.04,1
27195.6,967.45,3.5,145.78,1
19335.32,591.46,3.24,133.5,1
20374.97,549.39,3.92,137.92,1
27538.51,802.82,2.59,125.1,0
26549.78,992.58,3.23,140.63,1
27957.29,858.25,2.83,132.43,0
19706.65,967.46,0.9,123.04,1
20637.33,1017.74,1.0,130.43,1
19860.19,986.18,1.34,116.39,1
28460.2,832.04,2.16,127.35,0
20711.37,627.79,1.49,136.18,0
20087.64,559.9,1.08,130.66,0
26492.92,960.17,3.43,140.05,1
19537.72,552.07,1.1,128.93,0
27390.97,948.04,3.5,134.47,1
19214.42,632.45,1.21,135.46,0
26128.16,954.7,3.58,147.45,1
20544.95,582.86,1.21,134.78,0
19974.96,1034.15,1.25,126.03,1
19892.92,625.11,1.1,122.07,0
19827.97,588.76,0.91,120.21,0
20045.88,607.57,1.17,131.07,0
20113.12,1023.54,0.85,129.25,1
26697.16,949.04,3.15,134.24,1
20336.71,604.85,4.1,133.31,1
28562.84,807.29,2.31,136.47,0
26842.37,958.04,3.71,139.74,1
21377.61,590.83,1.42,126.75,0
27069.83,951.95,3.74,135.78,1
19716.59,1014.33,1.0,134.58,1
28645.21,775.24,2.39,125.53,0
19615.43,571.8,1.45,129.03,0
19806.15,587.59,1.06,123.72,0
19818.43,625.63,1.3,137.5,0
19596.81,602.27,1.41,129.29,0
19929.81,609.23,1.04,136.76,0
19632.88,595.75,1.68,133.67,0
28071.64,777.3,2.94,127.77,0
26840.92,968.02,3.23,140.71,1
19339.88,654.94,1.55,127.65,0
20084.23,639.53,0.9,135.7,0
20138.29,600.26,0.73,136.78,0
27407.07,824.96,2.75,130.13,0
19442.44,992.2,1.0,130.97,1
20551.94,614.26,1.2,127.05,0
27951.93,822.63,2.71,128.57,0
27723.28,936.2,3.37,133.49,1
27266.39,925.83,3.44,147.71,1
21263.47,584.07,1.05,135.22,0
27593.54,921.06,3.38,136.38,1
20309.2,578.18,4.19,136.06,1
19791.69,598.11,1.32,131.32,0
28593.8,795.51,2.21,133.48,0
20711.63,596.0,3.58,132.38,1
19942.76,604.43,0.97,131.05,0
20420.31,616.4,1.13,128.17,0
25801.96,929.63,3.36,130.63,1
27637.54,821.21,2.09,138.13,0
20542.24,983.64,1.06,126.32,1
20090.04,591.81,0.95,135.49,0
28394.25,801.23,1.99,140.66,0
19771.92,615.08,3.9,138.6,1
27768.7,992.42,2.75,137.71,1
28016.42,846.07,3.03,135.37,0
26970.78,974.79,3.18,139.74,1
28528.52,779.13,2.86,139.41,0
19584.02,580.85,0.96,124.67,0
20838.85,583.39,1.37,138.14,0
19489.38,621.25,1.27,127.18,0
26342.28,989.28,3.42,136.64,1
27676.18,879.05,4.12,131.47,1
20461.75,568.48,1.46,124.07,0
27895.75,784.05,2.68,134.74,0
20132.01,638.17,1.42,131.44,0
26816.11,971.08,3.1,145.86,1
28549.71,856.45,3.05,127.6,0
19010.35,622.44,0.88,131.2,0
19989.32,577.58,0.47,134.42,0
20205.28,593.07,1.62,134.2,0
26237.21,915.38,3.76,141.32,1
21042.36,569.76,1.1,131.16,0
20107.83,979.42,1.07,124.42,1
19518.12,571.29,1.3,129.76,0
26741.94,1013.74,2.67,139.1,1
20026.69,618.84,3.8,136.46,1
26521.97,1019.53,3.08,133.51,1
27726.92,935.6,3.28,140.69,1
27087.8,945.44,3.74,146.16,1
20453.42,556.44,3.8,134.39,1
19553.21,647.61,3.26,134.3,1
19561.01,575.19,1.13,131.84,0
20103.96,629.58,4.45,133.5,1
20059.18,1001.75,1.24,135.95,1
20204.82,610.71,1.22,129.81,0
18526.55,1038.14,1.35,131.65,1
20048.0,996.06,1.2,138.53,1
19478.54,611.07,3.89,137.17,1
28640.18,846.24,2.24,135.56,0
20099.53,581.99,1.22,128.07,0
28890.7,817.0,2.69,139.35,0
26733.93,938.34,3.16,141.89,1
27811.01,739.54,2.68,136.31,0
26620.16,969.91,3.82,137.22,1
20066.77,595.43,1.41,134.78,0
26600.9,980.56,3.11,138.49,1
26602.17,991.98,3.43,133.44,1
27123.74,949.71,3.76,142.4,1
19636.43,592.57,1.18,133.1,0
26781.87,981.44,3.18,141.73,1
27813.22,957.08,3.38,135.42,1
27568.85,782.39,2.89,131.12,0
19576.6,554.55,1.07,134.28,0
20944.64,600.34,4.13,130.1,1
19723.6,972.14,1.63,131.42,1
19559.47,578.63,1.56,137.18,0
19982.29,974.19,0.89,128.57,1
28754.77,813.02,2.5,130.56,0
26530.77,933.61,3.42,145.25,1
27397.21,765.4,2.86,129.02,0
28133.15,782.09,2.25,138.8,0
27494.3,938.57,3.68,147.01,1
27173.02,800.29,2.84,140.18,0
20214.16,602.31,1.02,129.17,0
18974.47,609.3,4.07,143.34,1
19444.71,652.57,1.48,136.36,0
28230.61,784.54,3.03,142.73,0
27198.18,955.09,3.25,143.04,1
20312.41,1014.15,1.17,133.89,1
19126.39,602.84,0.71,117.47,0
28229.58,767.0,2.78,131.64,0
28473.28,824.63,2.5,127.36,0
27627.88,775.23,2.91,135.09,0
20505.14,598.67,1.61,126.64,0
26690.82,926.15,2.88,140.77,1
20185.53,577.95,3.75,143.72,1
26935.56,934.73,3.65,135.75,1
27154.86,964.27,3.68,126.74,1
20270.73,622.77,1.03,117.04,0
27973.78,817.4,2.7,130.28,0
20323.8,614.81,4.31,136.01,1
28360.96,780.45,2.46,130.64,0
26317.76,922.15,3.74,141.15,1
27067.87,867.34,2.37,140.68,0
20193.4,632.73,1.8,135.12,0
27080.32,969.87,3.19,148.44,1
19663.76,606.7,0.68,127.27,0
27774.61,862.59,2.11,142.29,0
19438.73,572.47,1.51,131.36,0
28226.64,785.05,3.31,132.15,0
20485.97,994.3,0.95,128.04,1
27770.22,987.66,3.29,144.1,1
20295.33,633.26,1.45,132.54,0
20553.23,982.62,0.8,133.06,1
25967.57,986.65,3.38,140.79,1
19484.45,974.61,1.73,134.55,1
20377.37,605.98,1.34,126.77,0
20121.83,567.29,0.9,125.15,0
27892.75,816.53,2.21,126.68,0
26505.74,1017.23,3.64,139.23,1
29166.52,812.12,2.46,130.72,0
28303.37,767.7,2.72,136.38,0
20129.1,591.34,3.91,137.11,1
19716.28,1044.05,1.81,139.16,1
28225.66,765.9,2.87,138.19,0
20411.29,950.65,1.25,134.88,1
28232.24,789.21,2.41,137.35,0
19553.09,956.88,0.75,130.73,1
19962.05,602.41,4.76,136.85,1
19467.44,590.84,1.02,129.07,0
27125.31,974.26,3.42,136.13,1
27291.94,988.52,3.05,137.22,1
19685.37,646.01,1.04,121.46,0
19304.02,651.12,1.17,128.27,0
27156.41,967.21,3.92,145.96,1
19771.94,605.44,1.38,127.21,0
19679.29,633.32,4.08,139.57,1
20765.17,576.66,1.55,137.49,0
20348.48,589.99,1.55,131.85,0
20259.67,645.98,1.17,132.01,0
20789.06,629.56,1.46,127.72,0
19840.08,604.55,0.95,140.45,0
20444.49,1041.92,1.36,127.85,1
26059.86,919.24,3.53,147.14,1
27638.93,967.11,3.53,147.49,1
19697.55,614.93,1.36,133.21,0
19641.59,544.0,1.18,129.39,0
19919.02,613.15,0.93,130.66,0
19723.54,958.26,0.85,137.81,1
19754.02,639.84,0.91,132.03,0
26237.17,932.09,3.75,137.66,1
27554.58,741.55,2.28,132.3,0
19678.23,630.9,1.1,127.98,0
20616.1,613.12,3.83,123.37,1
20034.1,624.54,3.48,135.43,1
27881.49,934.77,2.99,144.13,1
19730.12,576.65,1.26,125.11,0
27558.01,793.39,1.97,136.56,0
20449.8,609.22,1.44,133.15,0
26455.79,1026.82,4.03,139.84,1
27260.72,990.11,3.48,141.53,1
19966.96,563.67,1.0,130.24,0
19808.77,540.72,1.03,124.1,0
19878.64,603.68,4.39,134.38,1
20228.77,1003.01,0.67,133.18,1
28096.9,799.81,2.35,136.01,0
20355.48,613.33,1.09,135.8,0
28282.62,845.43,1.79,141.39,0
20322.69,641.06,0.91,133.43,0
19617.91,626.29,0.99,133.22,0
28646.88,752.93,2.34,135.48,0
19512.06,631.61,0.92,143.16,0
28447.93,802.74,2.47,132.62,0
19569.15,600.9,0.55,134.38,0
27022.28,909.02,3.82,140.41,1
19743.07,568.22,1.18,134.78,0
19453.92,625.04,1.47,122.27,0
28437.83,774.02,2.8,132.98,0
26958.46,969.47,3.32,152.26,1
27781.09,773.0,2.63,131.63,0
26277.24,960.86,3.26,145.37,1
28874.88,753.24,2.16,133.69,0
19600.03,542.76,1.08,135.01,0
19694.41,575.03,3.85,145.89,1
28218.98,799.95,2.45,137.41,0
20444.93,612.62,4.04,138.31,1
26325.04,936.34,3.1,135.51,1
18312.21,976.51,1.43,128.05,1
19182.35,572.44,3.96,140.56,1
20178.13,637.85,1.0,126.34,0
20112.34,627.98,0.77,121.2,0
19487.07,601.87,1.23,124.61,0
20341.78,559.02,1.56,131.31,0
20592.5,631.85,4.3,135.47,1
27553.12,956.02,3.58,138.28,1
25430.74,945.89,3.16,140.3,1
26120.9,942.47,3.21,140.4,1
20196.21,584.73,1.19,121.15,0
20450.2,613.54,1.56,124.11,0
20161.58,595.57,1.06,122.03,0
27484.95,804.4,2.68,138.15,0
20119.37,951.78,1.2,131.93,1
27192.86,925.7,3.93,141.47,1
19357.64,980.07,1.34,129.67,1
19536.88,592.15,3.82,141.18,1
19017.22,582.39,0.71,127.88,0
26747.79,904.4,3.78,138.07,1
20318.66,648.49,0.78,129.83,0
19477.15,983.73,1.08,139.25,1
19989.55,603.52,1.58,127.04,0
19700.78,571.0,1.18,131.82,0
27734.89,931.33,2.95,146.64,1
21251.59,975.48,1.41,121.96,1
19539.07,569.88,1.26,130.35,0
19756.15,632.23,1.35,140.38,0
19990.06,596.78,1.57,124.62,0
19673.05,600.82,1.19,122.09,0
27823.98,770.11,2.6,136.01,0
19982.64,564.94,1.54,133.76,0
19758.22,581.63,1.35,128.21,0
19964.92,550.17,1.33,131.04,0
19000.56,601.02,1.38,131.88,0
19374.23,643.31,1.18,135.59,0
27321.83,1012.32,4.16,140.4,1
19517.65,648.85,1.11,137.95,0
28138.71,776.81,2.83,127.77,0
20476.56,615.39,1.42,132.58,0
19403.18,627.57,1.5,126.65,0
19702.66,977.32,0.81,131.21,1
26587.69,918.24,3.29,145.61,1
20237.79,547.59,1.04,128.73,0
20092.11,618.3,3.93,133.29,1
20638.48,610.14,0.84,124.62,0
27950.98,797.57,2.64,137.84,0
19623.07,611.48,1.54,121.29,0
29350.43,797.71,2.78,132.65,0
20129.86,572.87,1.39,121.69,0
26849.24,905.47,3.88,139.7,1
27614.89,816.31,2.7,146.9,0
20038.41,561.51,1.5,127.53,0
20319.33,631.74,1.31,130.74,0
27370.35,812.03,2.28,128.9,0
26450.48,1003.9,3.24,136.65,1
26918.66,827.63,2.71,136.28,0
19423.33,549.38,0.66,123.22,0
27731.42,755.49,3.0,135.54,0
19618.74,631.09,1.02,134.5,0
19428.49,624.6,1.18,130.36,0
27093.5,948.67,3.28,139.05,1
26798.15,974.87,2.78,134.9,1
28809.03,859.8,2.73,138.92,0
26010.49,1010.8,3.76,135.85,1
20772.42,1008.12,1.61,130.32,1
20536.68,626.09,3.76,128.74,1
27734.99,787.92,2.58,138.13,0
28611.2,801.87,1.94,126.02,0
19905.44,627.65,1.16,137.56,0
27167.16,941.3,3.25,136.29,1
19014.95,626.78,0.84,133.65,0
19463.16,602.43,1.06,142.7,0
28174.87,725.88,2.82,132.53,0
19889.37,591.7,1.29,134.08,0
19765.75,577.24,1.61,126.73,0
20084.68,557.59,1.17,125.48,0
20057.8,989.11,1.3,130.58,1
20148.06,607.83,1.2,128.83,0
19946.35,613.43,0.73,124.37,0
19606.11,581.37,1.15,127.64,0
26889.99,946.18,3.53,138.51,1
19836.66,603.74,1.65,131.91,0
27598.64,858.28,2.36,135.77,0
27022.46,772.47,2.93,135.94,0
20227.94,664.95,1.01,134.64,0
19871.91,592.76,1.18,132.4,0
20694.88,559.64,0.9,128.34,0
19499.83,579.67,1.35,130.9,0
20841.32,589.73,4.75,135.12,1
19952.77,612.59,0.94,136.4,0
19979.92,557.08,1.24,126.59,0
19991.05,570.71,1.19,123.83,0
20014.72,615.5,0.91,122.98,0
20779.39,554.09,1.69,128.14,0
27722.44,735.29,2.26,132.15,0
26912.68,990.81,3.44,144.25,1
27317.66,946.47,3.36,141.22,1
19453.93,592.39,1.1,132.45,0
28395.32,828.18,2.61,143.35,0
19812.4,590.47,1.58,132.79,0
28067.76,793.32,2.61,135.06,0
19635.2,610.84,0.81,132.86,0
27919.36,841.17,2.65,129.6,0
26850.15,927.1,3.62,135.04,1
27776.38,836.56,2.38,140.54,0
27143.64,978.31,3.32,135.66,1
26364.82,984.64,4.21,138.11,1
19964.98,621.76,3.94,129.81,1
20199.36,978.9,1.12,128.15,1
20083.79,634.87,1.04,134.47,0
27979.36,851.45,2.52,133.34,0
19307.32,617.79,3.88,139.13,1
28728.55,766.28,2.31,125.42,0
19672.96,545.08,1.35,136.87,0
19698.89,614.06,0.9,131.51,0
19411.52,654.62,1.03,134.16,0
28103.07,799.94,2.28,134.63,0
20514.71,623.9,1.2,125.13,0
20286.24,1009.53,1.16,124.22,1
19477.24,599.21,1.01,133.73,0
19641.04,593.08,1.55,130.97,0
26934.44,932.67,3.71,138.26,1
20206.72,656.3,0.97,123.78,0
19943.26,606.65,1.57,124.84,0
27119.09,924.78,3.57,138.24,1
20590.06,634.33,0.78,133.82,0
20210.68,569.54,4.19,143.19,1
19994.72,628.08,4.21,135.62,1
27628.81,934.0,3.19,137.71,1
20754.62,611.46,4.05,143.07,1
26628.81,946.52,4.07,139.43,1
27146.07,958.41,3.59,140.57,1
28428.23,799.58,2.24,131.16,0
26683.21,892.81,3.47,151.05,1
19405.29,649.28,0.93,133.19,0
19948.37,550.7,1.15,138.31,0
26589.92,825.02,2.78,132.84,0
20016.95,564.29,1.48,129.54,0
20157.49,996.45,1.54,133.38,1
28430.08,780.24,2.56,135.58,0
18682.13,600.1,1.3,134.62,0
27818.61,907.06,3.11,131.92,1
19902.87,577.33,1.51,138.28,0
27136.32,960.27,3.17,140.22,1
27694.33,954.27,3.61,146.83,1
20169.18,570.22,1.21,122.67,0
20652.17,550.13,1.51,135.63,0
26887.32,1000.0,3.3,136.93,1
20472.11,995.85,1.7,129.11,1
21286.0,532.52,1.38,127.21,0
19400.15,530.52,1.46,125.86,0
27840.91,792.02,2.08,132.57,0
20835.63,607.54,4.2,136.64,1
28306.31,797.51,2.4,135.83,0
20146.78,559.3,1.34,129.82,0
19571.57,566.22,1.12,127.31,0
19219.25,645.1,1.1,128.94,0
28660.94,798.59,2.55,126.05,0
20714.43,555.78,1.02,131.65,0
19569.79,588.46,1.5,127.12,0
19865.3,621.53,1.65,130.37,0
20095.55,601.39,0.79,133.73,0
28046.73,811.76,2.24,141.38,0
26532.7,952.33,3.92,142.22,1
19587.25,590.36,1.32,127.18,0
27143.19,944.34,3.78,132.35,1
20087.61,689.56,1.31,128.43,0
20099.2,599.72,1.04,131.09,0
27359.29,797.85,2.23,138.95,0
26792.32,800.44,1.83,138.66,0
27181.5,898.37,3.39,133.88,1
28407.27,742.92,2.25,127.7,0
20348.79,574.92,1.29,123.49,0
19662.15,601.02,0.87,124.57,0
19698.01,593.11,0.71,128.04,0
19665.46,631.2,1.02,139.13,0
20563.22,648.06,4.29,141.35,1
27068.57,783.96,2.35,126.82,0
26613.9,999.97,3.39,143.5,1
20363.81,601.56,1.42,129.6,0
27655.3,985.13,3.12,146.45,1
20550.48,658.75,0.83,132.48,0
27200.08,889.58,3.24,139.85,1
26959.05,979.74,3.72,141.49,1
20029.97,608.32,1.61,123.46,0
28055.54,768.65,2.85,134.26,0
20184.34,588.2,1.21,136.39,0
26674.67,940.2,4.1,138.46,1
20162.63,1025.38,1.44,128.58,1
19257.97,593.75,1.56,122.36,0
20153.7,575.26,1.28,135.98,0
20488.91,536.83,1.55,136.93,0
20278.01,582.26,0.65,127.86,0
26557.14,931.25,3.17,143.66,1
20168.45,613.57,4.5,134.03,1
20392.9,612.76,0.91,129.76,0
20255.08,638.18,1.24,127.65,0
20339.47,575.63,1.19,129.2,0
20484.73,612.82,1.01,138.88,0
26619.12,941.01,3.97,139.76,1
19565.87,602.93,1.53,128.72,0
19978.59,601.74,1.45,118.77,0
28792.84,828.68,3.08,135.28,0
20102.54,551.3,1.77,129.18,0
26964.55,939.94,2.98,136.55,1
19640.76,623.5,4.21,138.88,1
20952.07,648.78,1.87,129.2,0
19578.95,951.98,1.45,131.61,1
28256.84,780.16,2.52,131.86,0
19994.53,613.2,4.5,138.63,1
25983.82,910.35,3.51,134.34,1
19781.81,596.71,1.17,128.15,0
20344.58,579.49,1.12,129.93,0
27822.57,771.23,2.28,134.94,0
19980.35,595.97,1.3,137.16,0
20101.74,557.68,4.11,146.18,1
19388.94,621.39,1.13,128.13,0
19986.8,608.4,0.96,132.12,0
28070.99,837.71,2.77,135.19,0
20133.92,575.29,1.04,136.63,0
20096.3,671.76,0.57,133.42,0
19908.35,599.41,1.06,135.49,0
20204.3,590.77,0.95,125.57,0
19570.27,620.38,3.91,138.1,1
28221.14,774.04,1.78,136.73,0
20015.88,602.27,1.07,136.36,0
19972.55,608.57,1.36,133.23,0
20216.59,551.89,3.57,135.1,1
27891.02,780.66,2.56,135.45,0
19959.54,504.89,1.26,127.56,0
28436.05,795.01,3.3,131.98,0
20688.99,1054.46,1.36,119.58,1
20204.72,591.7,1.23,132.29,0
20445.1,631.06,0.65,125.35,0
28461.54,813.52,2.38,134.33,0
29153.84,777.69,2.4,134.74,0
20171.81,547.11,1.3,128.07,0
19724.73,563.38,1.05,129.26,0
27662.03,839.68,2.24,142.08,0
19241.67,979.52,1.68,126.7,1
28321.05,761.38,2.27,131.98,0
27868.99,962.87,3.6,139.36,1
19610.45,606.1,1.06,130.93,0
20475.01,607.29,0.74,129.02,0
26471.08,957.82,3.33,141.48,1
20249.78,1016.53,1.29,131.79,1
20093.05,638.89,4.07,127.58,1
27898.43,787.89,2.76,135.97,0
27705.41,773.61,2.67,130.0,0
26357.07,934.84,3.56,140.29,1
27802.81,887.58,3.86,135.32,1
20277.8,602.69,1.14,129.24,0
21037.63,579.32,1.72,130.99,0
27508.28,809.47,2.85,132.62,0
19645.49,658.6,1.04,130.89,0
19472.46,603.79,0.9,126.04,0
20158.68,604.66,4.11,141.88,1
19409.4,971.32,0.66,135.04,1
19497.2,610.8,1.04,133.28,0
20035.71,596.73,4.31,128.45,1
26864.81,908.31,3.91,150.5,1
27640.73,854.96,2.6,131.9,0
19995.36,609.21,1.74,128.29,0
27571.78,953.19,3.25,143.51,1
26930.83,938.68,4.45,144.53,1
26806.94,980.46,3.53,153.03,1
19481.38,594.29,0.94,123.09,0
19679.26,612.96,1.44,133.77,0
28499.36,772.69,2.44,135.17,0
19810.62,662.48,1.33,123.62,0
19557.34,576.82,3.39,135.85,1
20444.58,566.35,0.97,130.34,0
19311.17,571.87,1.35,132.57,0
19694.12,598.89,1.07,126.54,0
19325.21,587.54,1.21,130.56,0
27931.39,816.9,2.45,131.83,0
27230.21,945.81,3.58,138.86,1
26421.72,988.44,3.86,140.78,1
19451.43,971.32,1.35,136.06,1
27339.65,928.7,2.87,137.88,1
27357.62,938.2,3.02,138.96,1
27446.59,969.26,3.19,137.58,1
20243.42,650.32,4.3,134.59,1
26892.73,841.97,3.29,135.62,1
19509.53,966.88,1.63,130.96,1
20781.44,591.78,1.13,128.5,0
28062.43,776.52,2.41,134.77,0
20717.0,963.4,1.4,124.11,1
28471.58,799.73,2.84,128.38,0
19537.06,596.59,1.16,129.17,0
28528.02,784.32,2.49,137.53,0
20193.57,990.02,1.45,126.28,1
28047.65,823.43,2.31,138.23,0
19814.07,578.15,1.3,138.27,0
20061.6,616.54,1.21,138.48,0
27570.13,914.59,3.63,139.93,1
27473.4,951.65,3.63,137.67,1
19472.18,589.39,0.83,134.76,0
19571.75,602.93,0.82,121.03,0
19987.25,593.49,1.22,126.98,0
27557.86,785.38,2.56,139.4,0
27355.82,767.88,2.22,140.43,0
20435.65,559.62,1.24,139.69,0
27254.39,788.01,2.47,131.86,0
27342.23,937.36,3.79,134.34,1
19764.03,632.67,1.22,124.61,0
28173.69,812.18,2.12,140.84,0
27503.65,950.7,3.24,147.95,1
19242.4,641.01,1.69,128.75,0
27409.87,944.14,3.59,148.34,1
27967.93,954.08,3.47,139.01,1
26770.56,919.47,3.76,144.05,1
28110.16,788.39,2.96,137.19,0
19857.91,647.03,4.19,138.52,1
19609.0,577.21,0.67,132.36,0
19882.02,622.33,1.33,131.33,0
28541.7,839.69,2.24,134.07,0
27411.65,818.87,2.31,129.74,0
20587.41,543.63,3.9,134.79,1
19453.94,604.06,1.5,133.23,0
20332.71,658.24,0.94,128.11,0
26252.87,955.43,3.35,136.86,1
19137.1,579.67,1.56,125.09,0
20239.75,621.87,0.99,126.7,0
27282.39,970.53,3.24,135.9,1
26346.11,939.65,3.51,130.82,1
19485.19,996.81,0.68,135.23,1
19723.38,582.79,3.99,128.16,1
20740.62,622.77,4.25,137.94,1
20590.49,612.1,0.91,126.02,0
27240.03,991.5,3.88,143.55,1
19904.88,555.08,1.61,128.48,0
20531.33,588.73,1.61,136.46,0
19848.91,521.91,1.09,129.68,0
20052.1,598.12,0.97,128.6,0
20193.19,625.13,1.0,115.43,0
19639.13,605.3,1.04,128.64,0
20682.78,598.61,4.14,132.05,1
19776.02,563.56,0.54,128.85,0
21088.66,545.25,3.78,131.86,1
20435.03,614.87,1.25,131.82,0
26477.58,1003.52,4.0,135.58,1
20981.29,600.11,1.5,136.71,0
19602.22,612.73,1.58,118.92,0
19733.58,965.42,1.49,124.01,1
19847.41,631.41,1.1,123.29,0
28529.07,790.62,2.53,143.18,0
26915.79,968.11,3.91,141.8,1
27116.93,984.95,3.69,139.15,1
26955.4,998.31,3.22,130.96,1
26929.15,976.33,3.74,139.89,1
28687.07,791.57,2.15,134.37,0
28825.82,796.39,2.22,131.42,0
26913.98,993.15,3.55,140.06,1
26013.96,958.64,3.07,142.22,1
